"journal","name","paperCount","citationCount","rank","issn"
"http://ma-graph.org/entity/98137347","Conservation Biology",6032,355178,8619,"0888-8892"
"http://ma-graph.org/entity/98143213","American Philosophical Quarterly",492,3729,11651,"0003-0481"
"http://ma-graph.org/entity/981450421","Career Development and Transition for Exceptional Individuals",163,902,13864,"0885-7288"
"http://ma-graph.org/entity/98189702","Australasian Journal of Philosophy",3099,17679,10066,"0004-8402"
"http://ma-graph.org/entity/982342581","The Astronomy and Astrophysics Review",187,12832,11677,"0935-4956"
"http://ma-graph.org/entity/98348390","Archiv für das Studium der neueren Sprachen und Literaturen",73,14,14892,"0003-8970"
"http://ma-graph.org/entity/983721078","Anatolian Journal of Cardiology",1104,1092,12196,"1302-8723"
"http://ma-graph.org/entity/9838493","Journal of Forestry",2240,31294,10540,"0022-1201"
"http://ma-graph.org/entity/984545958","Filosofický asopis",127,6,14424,"0015-1831"
"http://ma-graph.org/entity/98503977","The Slavonic and East European Review",585,481,12614,"0037-6795"
"http://ma-graph.org/entity/985081124","Journal of the Burma Research Society",1,5,18850,"0304-2227"
"http://ma-graph.org/entity/985138145","Pan-American Journal of Aquatic Sciences",40,172,15212,"1809-9009"
"http://ma-graph.org/entity/98544388","Expert Review of Pharmacoeconomics &amp; Outcomes Research",1334,11990,11456,"1473-7167"
"http://ma-graph.org/entity/98596077","The Minnesota Review",1584,664,11634,"0026-5667"
"http://ma-graph.org/entity/98651283","Journal of Religious History",1805,1547,11378,"0022-4227"
"http://ma-graph.org/entity/98809561","Human Mutation",6024,200715,9083,"1059-7794"
"http://ma-graph.org/entity/988140095","Philosophers&#039; Imprint",18,565,13784,"1533-628X"
"http://ma-graph.org/entity/98916874","African Journal of Range &amp; Forage Science",1446,10429,11502,"1022-0119"
"http://ma-graph.org/entity/98946164","Tyndale Bulletin",21,22,16018,"0082-7118"
"http://ma-graph.org/entity/99010045","Journal of Applied Social Science",224,488,13642,"1936-7244"
"http://ma-graph.org/entity/990852112","Journal of the American Society of Questioned Document Examiners",1,4,18878,"1524-7287"
"http://ma-graph.org/entity/992232876","Kansas History: A Journal of the Central Plains",3,0,18178,"0149-9114"
"http://ma-graph.org/entity/992319950","International Political Science Abstracts",259,0,13720,"0020-8345"
"http://ma-graph.org/entity/993458940","Business and Professional Communication Quarterly",166,262,14051,"1080-5699"
"http://ma-graph.org/entity/99346554","Baltic Astronomy",168,376,13839,"2543-6376"
"http://ma-graph.org/entity/994156099","AACN Nursing Scan in Critical Care",1,0,19277,"1055-8349"
"http://ma-graph.org/entity/99462834","Heredity",7123,223521,8861,"0018-067X"
"http://ma-graph.org/entity/99517592","Philosophical Transactions of the Royal Society A",9945,311258,8022,"1364-503X"
"http://ma-graph.org/entity/995263283","Journal of International Cooperation",2,1,18466,"1992-1497"
"http://ma-graph.org/entity/99546260","Journal of Physiotherapy",688,5054,12306,"1836-9553"
"http://ma-graph.org/entity/995531336","Sycamore Review",1,0,19277,"1043-1497"
"http://ma-graph.org/entity/995559440","Chinese Annals of Mathematics, Series B",852,3190,12021,"0252-9599"
"http://ma-graph.org/entity/996007881","Journal of Social &amp; Psychological Sciences",60,30,15143,"1756-7483"
"http://ma-graph.org/entity/996477303","Latin American and Caribbean Bulletin of Medicinal and Aromatic Plants",986,1501,12295,"0717-7917"
"http://ma-graph.org/entity/996522343","Annals of Clinical and Laboratory Science",3065,29171,10494,"0091-7370"
"http://ma-graph.org/entity/997572834","MCN: The American Journal of Maternal/Child Nursing",4040,16496,10526,"0361-929X"
"http://ma-graph.org/entity/997608224","Ex Auditu",2,0,18584,"0883-0053"
"http://ma-graph.org/entity/99765469","Public Archaeology",336,1597,12834,"1465-5187"
"http://ma-graph.org/entity/99768379","Management Learning",2047,28050,10867,"1350-5076"
"http://ma-graph.org/entity/99859448","The Journal of Geology",10258,185919,8717,"0022-1376"
"http://ma-graph.org/entity/99862825","Texas International Law Journal",450,1183,12480,"0163-7479"
"http://ma-graph.org/entity/100105777","Nineteenth-Century Literature",6629,8278,9965,"0891-9356"
"http://ma-graph.org/entity/100167944","Review of General Psychology",583,46804,10730,"1089-2680"
"http://ma-graph.org/entity/100223769","Polish Journal of Chemistry",3542,11853,10788,"0137-5083"
"http://ma-graph.org/entity/100249970","Gender &amp; History",1442,4615,11025,"0953-5233"
"http://ma-graph.org/entity/1007832672","Journal of the Academic Association of Koreanology in Japan",92,0,14755,"0577-9766"
"http://ma-graph.org/entity/1010596643","Australasian Journal of Bone &amp; Joint Medicine",1,0,19277,"1447-5529"
"http://ma-graph.org/entity/101177023","Journal of Adolescent Health",8937,195135,8979,"1054-139X"
"http://ma-graph.org/entity/1012900720","Epoch",200,180,13726,"0145-1391"
"http://ma-graph.org/entity/101300946","Journal of Addictions Nursing",922,2258,12236,"1088-4602"
"http://ma-graph.org/entity/1013018724","Archaeologia Cambrensis",4,2,17724,"0306-6924"
"http://ma-graph.org/entity/101330766","Lingvisticae Investigationes",800,2844,12047,"0378-4169"
"http://ma-graph.org/entity/101458791","New Blackfriars",5942,2115,10335,"1741-2005"
"http://ma-graph.org/entity/1016829236","Chilean Journal of Statistics",7,8,17215,"0718-7920"
"http://ma-graph.org/entity/102131452","Journal of Near-Death Studies",718,1764,12507,"0891-4494"
"http://ma-graph.org/entity/102460418","The Clinical Journal of Pain",3248,99796,9695,"0749-8047"
"http://ma-graph.org/entity/102859716","Network: Computation In Neural Systems",594,22040,10976,"0954-898X"
"http://ma-graph.org/entity/103146128","Ethical Theory and Moral Practice",1417,4513,11518,"1386-2820"
"http://ma-graph.org/entity/1032855054","Inquiry",726,4795,11949,"0046-9580"
"http://ma-graph.org/entity/103350616","Cambridge Review of International Affairs",1070,5576,11661,"0955-7571"
"http://ma-graph.org/entity/1034790855","Journal of Theological Interpretation",17,3,16281,"1936-0843"
"http://ma-graph.org/entity/1036915552","Revista Colombiana de Estadistica",518,824,12908,"0120-1751"
"http://ma-graph.org/entity/103865650","Pharmaceutical Research",8765,354304,8648,"0724-8741"
"http://ma-graph.org/entity/1041813226","Group Facilitation: A Research and Applications Journal",4,21,17517,"1534-5653"
"http://ma-graph.org/entity/104827148","The Counseling Psychologist",2362,56849,10194,"0011-0000"
"http://ma-graph.org/entity/105592238","African and Black Diaspora: an International Journal",226,286,13681,"1752-8631"
"http://ma-graph.org/entity/10595604","Journal of College Student Development",2299,56422,10222,"0897-5264"
"http://ma-graph.org/entity/106148199","Cluster Computing",2871,16335,10157,"1386-7857"
"http://ma-graph.org/entity/106234763","Cancer Letters",14105,369293,8520,"0304-3835"
"http://ma-graph.org/entity/106375756","Surgical Innovation",1131,10079,11487,"1553-3506"
"http://ma-graph.org/entity/106503890","Huntington Library Quarterly",1964,2928,11018,"0018-7895"
"http://ma-graph.org/entity/106613514","American Journal of Sexuality Education",359,1256,13158,"1554-6128"
"http://ma-graph.org/entity/106633041","International Journal of Philosophical Studies",874,2347,11740,"0967-2559"
"http://ma-graph.org/entity/107749620","Daedalus",1416,18093,10537,"0011-5266"
"http://ma-graph.org/entity/107864898","Toxin Reviews",407,2471,12981,"1556-9543"
"http://ma-graph.org/entity/108989316","Biblical Interpretation",923,937,12077,"0927-2569"
"http://ma-graph.org/entity/109361689","The American Journal of the Medical Sciences",44811,298527,7626,"0002-9629"
"http://ma-graph.org/entity/109761077","Criminal Justice Policy Review",937,7334,11924,"0887-4034"
"http://ma-graph.org/entity/110785341","Nutrients",5464,49599,10283,"2072-6643"
"http://ma-graph.org/entity/111160002","Magnetic Resonance in Medicine",11100,507602,8168,"0740-3194"
"http://ma-graph.org/entity/111466380","International Journal of Motorcycle Studies",10,5,16961,"1931-275X"
"http://ma-graph.org/entity/111801275","Die Sprache",178,112,13362,"0376-401X"
"http://ma-graph.org/entity/11296630","Journal of the Acoustical Society of America",144571,1668035,6439,"0001-4966"
"http://ma-graph.org/entity/113281486","Contemporary Political Theory",1027,3045,11880,"1470-8914"
"http://ma-graph.org/entity/114141255","Early Childhood Research Quarterly",1509,54399,10420,"0885-2006"
"http://ma-graph.org/entity/114289926","Journal of Sex &amp; Marital Therapy",1813,40772,10560,"0092-623X"
"http://ma-graph.org/entity/11444647","Journal of Beckett Studies",518,265,12842,"0309-5207"
"http://ma-graph.org/entity/115237062","Journal of Economics and Management Strategy",901,32809,10724,"1058-6407"
"http://ma-graph.org/entity/115516119","Journal of Genetics",3372,52485,9760,"0022-1333"
"http://ma-graph.org/entity/116269268","Nature Reviews Endocrinology",2646,43613,10639,"1759-5029"
"http://ma-graph.org/entity/116608325","Journal of General Internal Medicine",8240,257583,8440,"0884-8734"
"http://ma-graph.org/entity/117767371","Dance Chronicle",907,550,12246,"0147-2526"
"http://ma-graph.org/entity/117819788","The Russian Review",4639,22693,9668,"0036-0341"
"http://ma-graph.org/entity/117927158","Law and Human Behavior",1603,58833,10339,"0147-7307"
"http://ma-graph.org/entity/118523878","Frontiers of Physics in China",1428,6254,11585,"2095-0462"
"http://ma-graph.org/entity/118639958","Macromolecular Theory and Simulations",1605,14921,11201,"1022-1344"
"http://ma-graph.org/entity/118704488","European Journal of Physics",4685,18450,10180,"0143-0807"
"http://ma-graph.org/entity/119941230","Central European Journal of Biology",1019,5828,12033,"2391-5412"
"http://ma-graph.org/entity/120086578","Japanese Journal of Religious Studies",1216,1525,11746,"0304-1042"
"http://ma-graph.org/entity/120609085","Logica Universalis",245,1227,13375,"1661-8297"
"http://ma-graph.org/entity/121222519","Der Internist",12065,10641,9766,"0020-9554"
"http://ma-graph.org/entity/121529132","Anthropology Today",1688,9007,10968,"0268-540X"
"http://ma-graph.org/entity/122073985","The Journal of Economic History",12119,59321,8981,"0022-0507"
"http://ma-graph.org/entity/122516245","Jordan Journal of Mechanical and Industrial Engineering",8,46,16633,"1995-6665"
"http://ma-graph.org/entity/123166236","Sociology of Health and Illness",3123,66066,9986,"0141-9889"
"http://ma-graph.org/entity/124275759","Journal of Antimicrobial Chemotherapy",17495,456870,8099,"0305-7453"
"http://ma-graph.org/entity/125156978","Higher Education Review",470,1854,12491,"0018-1609"
"http://ma-graph.org/entity/126067636","Biography",1816,2572,11473,"0162-4962"
"http://ma-graph.org/entity/126146781","American Journal of Physical Anthropology",11018,268304,8641,"0002-9483"
"http://ma-graph.org/entity/126256729","Publications of the Astronomical Society of Australia",2717,17355,10717,"1323-3580"
"http://ma-graph.org/entity/12744300","Perspecta",350,1372,12381,"0079-0958"
"http://ma-graph.org/entity/127827428","Nature Methods",4892,367418,8761,"1548-7091"
"http://ma-graph.org/entity/12843020","Disability and Rehabilitation",5866,114412,9516,"0963-8288"
"http://ma-graph.org/entity/128470386","Zygon",2236,9092,10954,"0591-2385"
"http://ma-graph.org/entity/129397763","The Journal of Nuclear Medicine",27400,527727,7816,"0161-5505"
"http://ma-graph.org/entity/1301104","Virginia Journal of Law and Technology",19,52,15949,"2327-7777"
"http://ma-graph.org/entity/130224168","Journal of the American Mathematical Society",973,60494,9567,"1088-6834"
"http://ma-graph.org/entity/130615878","Macromolecular Rapid Communications",6136,149645,9299,"1022-1336"
"http://ma-graph.org/entity/130873806","System",4180,45062,10016,"0346-251X"
"http://ma-graph.org/entity/131141226","Indian Journal of Medical Microbiology",2384,15854,10954,"0255-0857"
"http://ma-graph.org/entity/132854162","Journal of Cardiovascular Nursing",1954,23842,10832,"0889-4655"
"http://ma-graph.org/entity/134075208","Music &amp; Letters",5148,2190,10464,"0027-4224"
"http://ma-graph.org/entity/13475779","Neurology India",4979,20678,10390,"0028-3886"
"http://ma-graph.org/entity/134818455","Communications on Pure and Applied Mathematics",2785,189694,8241,"0010-3640"
"http://ma-graph.org/entity/134953813","Economics Bulletin",4584,16534,10543,"1545-2921"
"http://ma-graph.org/entity/135472351","European Polymer Journal",13892,226042,8757,"0014-3057"
"http://ma-graph.org/entity/135892068","The Neurologist",1132,13734,11417,"1074-7931"
"http://ma-graph.org/entity/135937692","Journal of Atmospheric and Oceanic Technology",4591,119009,9318,"0739-0572"
"http://ma-graph.org/entity/136211407","Ecological Economics",6016,247824,9022,"0921-8009"
"http://ma-graph.org/entity/13629841","International Journal of Cultural Policy",860,8479,11744,"1028-6632"
"http://ma-graph.org/entity/136352176","Genetic Epidemiology",2862,66159,9832,"0741-0395"
"http://ma-graph.org/entity/136931368","Whole Earth Review",2,3,18418,"1097-5268"
"http://ma-graph.org/entity/137773608","Nature",261619,14420063,4592,"0028-0836"
"http://ma-graph.org/entity/137804417","Philosophical Perspectives",488,9889,10893,"1520-8583"
"http://ma-graph.org/entity/137975899","Reviews of Human Factors and Ergonomics",77,1348,13996,"1557-234X"
"http://ma-graph.org/entity/139016016","International Journal of Primatology",2415,62246,10378,"0164-0291"
"http://ma-graph.org/entity/139896131","Georgetown International Environmental Law Review",36,107,14879,"1042-1858"
"http://ma-graph.org/entity/140889577","Journal of Applied Physiology",31418,1252647,7147,"8750-7587"
"http://ma-graph.org/entity/14116478","General Systems",9,218,15135,"0072-0798"
"http://ma-graph.org/entity/142173848","Progress in Physics",262,315,13552,"1555-5534"
"http://ma-graph.org/entity/142305363","Computer Physics Communications",9776,195702,8648,"0010-4655"
"http://ma-graph.org/entity/142396420","Canadian Aeronautics and Space Journal",355,1220,12962,"1712-8005"
"http://ma-graph.org/entity/143948917","Journal of Qur&#039;anic Studies",466,247,12839,"1465-3591"
"http://ma-graph.org/entity/144134589","Journal of the West",76,62,14732,"0022-5169"
"http://ma-graph.org/entity/144184862","Journal of Molecular Evolution",4559,228957,8741,"0022-2844"
"http://ma-graph.org/entity/144797041","Frontiers in Ecology and the Environment",2004,80159,10229,"1540-9295"
"http://ma-graph.org/entity/145039780","Drug Metabolism and Disposition",8618,267374,8884,"0090-9556"
"http://ma-graph.org/entity/145449324","Entertainment and Sports Lawyer",9,0,17080,"0732-1880"
"http://ma-graph.org/entity/146035217","Genomics",8962,333662,8284,"0888-7543"
"http://ma-graph.org/entity/146242404","New Political Economy",835,14348,11329,"1356-3467"
"http://ma-graph.org/entity/146344","Journal of Marriage and Family",6207,308817,8401,"0022-2445"
"http://ma-graph.org/entity/14676311","IEEE Transactions on Semiconductor Manufacturing",1758,28884,10427,"0894-6507"
"http://ma-graph.org/entity/147026946","South African Medical Journal",28492,107211,8492,"0256-9574"
"http://ma-graph.org/entity/14709335","Ergodic Theory and Dynamical Systems",3063,40416,9841,"0143-3857"
"http://ma-graph.org/entity/149031001","Nouvelles de l&#039;estampe",592,6,12890,"0029-4888"
"http://ma-graph.org/entity/14903550","American Journal of Enology and Viticulture",3279,86178,9793,"0002-9254"
"http://ma-graph.org/entity/149137520","African Journal of Neurological Sciences",322,264,13392,"1015-8618"
"http://ma-graph.org/entity/150556310","Pharmacognosy Research",607,3620,12534,"0976-4836"
"http://ma-graph.org/entity/151820558","Pattern Recognition Letters",6658,172807,8817,"0167-8655"
"http://ma-graph.org/entity/153476765","Archives of Biochemistry and Biophysics",34470,922286,7318,"0003-9861"
"http://ma-graph.org/entity/153665964","Disputatio",255,328,13503,"0873-626X"
"http://ma-graph.org/entity/154255560","Journal of Industrial Textiles",1365,6973,11595,"1528-0837"
"http://ma-graph.org/entity/15444899","Evidence-based Complementary and Alternative Medicine",6990,73931,9925,"1741-427X"
"http://ma-graph.org/entity/154498293","Education Finance and Policy",317,5531,12303,"1557-3060"
"http://ma-graph.org/entity/157347057","Anticancer Research",20430,279152,8501,"0250-7005"
"http://ma-graph.org/entity/157620343","American Sociological Review",11104,661814,7128,"0003-1224"
"http://ma-graph.org/entity/159551863","Biochemistry and Cell Biology",9129,181649,8887,"1208-6002"
"http://ma-graph.org/entity/162196882","Studies in Higher Education",2076,61478,10015,"0307-5079"
"http://ma-graph.org/entity/162708223","Atmospheric Chemistry and Physics",12258,353575,8807,"1680-7316"
"http://ma-graph.org/entity/162717021","Asian Affairs",1779,1127,11624,"0306-8374"
"http://ma-graph.org/entity/163221538","International Social Work",2864,13829,10922,"0020-8728"
"http://ma-graph.org/entity/164193622","The Journal of Musicology",744,1878,11730,"0277-9269"
"http://ma-graph.org/entity/164321952","International Journal of Operations &amp; Production Management",2439,115508,9873,"0144-3577"
"http://ma-graph.org/entity/165431477","Historical Materialism",1006,3929,11723,"1465-4466"
"http://ma-graph.org/entity/165569574","Journal of Mammalogy",13206,196582,8734,"0022-2372"
"http://ma-graph.org/entity/166159787","Dalton Transactions",22898,319796,8469,"1477-9226"
"http://ma-graph.org/entity/166515463","Human Molecular Genetics",10969,704633,7883,"0964-6906"
"http://ma-graph.org/entity/166753014","Health Services Management Research",838,6209,11854,"0951-4848"
"http://ma-graph.org/entity/166995097","Parliamentary Affairs",2947,14984,10600,"0031-2290"
"http://ma-graph.org/entity/167107504","Police Quarterly",429,9488,12198,"1098-6111"
"http://ma-graph.org/entity/167828324","Latin American Policy",206,217,13832,"2041-7365"
"http://ma-graph.org/entity/168193669","Clinical and Experimental Pharmacology and Physiology",6722,108287,9538,"0305-1870"
"http://ma-graph.org/entity/169796457","The Cryosphere",1248,27910,11170,"1994-0416"
"http://ma-graph.org/entity/170430865","Laser Physics",5289,22158,10271,"1054-660X"
"http://ma-graph.org/entity/170765028","Stochastic Models",1095,14868,11105,"1532-6349"
"http://ma-graph.org/entity/170801797","Noûs",2152,36933,9561,"0029-4624"
"http://ma-graph.org/entity/171259723","Annual Review of Analytical Chemistry",1,0,19277,"1936-1327"
"http://ma-graph.org/entity/171347946","Semiotica",3671,19211,10224,"0037-1998"
"http://ma-graph.org/entity/171643898","Journal of Minimal Access Surgery",796,3520,12197,"0972-9941"
"http://ma-graph.org/entity/172316950","Annals of Human Biology",2578,45170,10166,"0301-4460"
"http://ma-graph.org/entity/172342871","Gender, Work and Organization",935,23360,11247,"0968-6673"
"http://ma-graph.org/entity/172501725","Icarus",13002,382299,8388,"0019-1035"
"http://ma-graph.org/entity/172982486","Journal of Perinatal &amp; Neonatal Nursing",1362,10701,11377,"0893-2190"
"http://ma-graph.org/entity/173252385","British Journal of Sociology",5591,101498,8989,"0007-1315"
"http://ma-graph.org/entity/173335977","Canadian Journal of Physics",14620,143162,8445,"1208-6045"
"http://ma-graph.org/entity/173589923","Family and Consumer Sciences Research Journal",1382,9935,11435,"1077-727X"
"http://ma-graph.org/entity/175110998","Development Southern Africa",1860,14582,10717,"0376-835X"
"http://ma-graph.org/entity/175310056","Die Pharmazie",10685,27768,9771,"0031-7144"
"http://ma-graph.org/entity/175590358","Modern China",797,7753,10729,"0097-7004"
"http://ma-graph.org/entity/175700853","Commentarii Mathematici Helvetici",2867,46957,9437,"0010-2571"
"http://ma-graph.org/entity/175935889","Mammal Review",841,26451,11128,"1365-2907"
"http://ma-graph.org/entity/176204532","British Dental Journal",15911,121261,8810,"0007-0610"
"http://ma-graph.org/entity/176903982","Health Promotion Practice",1786,18937,11095,"1524-8399"
"http://ma-graph.org/entity/176974017","The German Quarterly",7361,11586,9864,"0016-8831"
"http://ma-graph.org/entity/176975696","Cahiers d&#039;&#x00C9;tudes africaines",3773,5319,10394,"0008-0055"
"http://ma-graph.org/entity/17740374","Journal of Contemporary Ethnography",1327,23811,10816,"0891-2416"
"http://ma-graph.org/entity/177675236","Journal of Symbolic Logic",16321,74998,8745,"0022-4812"
"http://ma-graph.org/entity/177771411","Theory of Probability and Its Applications",4551,45519,9427,"0040-585X"
"http://ma-graph.org/entity/179548887","Gradhiva",608,222,12673,"0764-8928"
"http://ma-graph.org/entity/179571979","Commonweal",81,15,14519,"0010-3330"
"http://ma-graph.org/entity/179732398","Indian Journal of Sexually Transmitted Diseases and AIDS",350,662,13234,"0253-7184"
"http://ma-graph.org/entity/18360026","Parallel Processing Letters",962,8219,11613,"0129-6264"
"http://ma-graph.org/entity/183798913","Applied Linguistics",2060,65531,9743,"0142-6001"
"http://ma-graph.org/entity/183989336","Rheumatology",17118,329724,8339,"1462-0324"
"http://ma-graph.org/entity/184421646","Global Governance: A Review of Multilateralism and International Organizations",56,79,15123,"1075-2846"
"http://ma-graph.org/entity/184547178","Journal of Biochemistry",19588,307315,8316,"0021-924X"
"http://ma-graph.org/entity/184729184","Public Budgeting &amp; Finance",1107,8721,11658,"0275-1100"
"http://ma-graph.org/entity/185020647","Neural Plasticity",1543,19674,11374,"2090-5904"
"http://ma-graph.org/entity/185288711","Transactions of the American Neurological Association",2279,12137,10826,"0065-9479"
"http://ma-graph.org/entity/186804083","GLQ: A Journal of Lesbian and Gay Studies",921,6779,11375,"1064-2684"
"http://ma-graph.org/entity/187199247","Journal of Volcanology and Geothermal Research",6140,188588,9281,"0377-0273"
"http://ma-graph.org/entity/187497978","Oriens Christianus",165,62,13929,"0340-6407"
"http://ma-graph.org/entity/187519275","Journal of Medieval Religious Cultures",141,70,14068,"1947-6566"
"http://ma-graph.org/entity/187626162","Entrepreneurship Theory and Practice",1228,123500,10172,"10422587"
"http://ma-graph.org/entity/18855311","Natural Product Reports",1299,80937,10250,"0265-0568"
"http://ma-graph.org/entity/188820462","Anarchist Studies",238,268,13607,"0967-3393"
"http://ma-graph.org/entity/18904315","Journal of Symbolic Computation",2673,50881,9967,"0747-7171"
"http://ma-graph.org/entity/189112142","Ethnicities",677,7395,11862,"1468-7968"
"http://ma-graph.org/entity/19032547","BMC Bioinformatics",8987,292793,8874,"1471-2105"
"http://ma-graph.org/entity/190981846","Evaluation &amp; the Health Professions",1260,20031,10793,"0163-2787"
"http://ma-graph.org/entity/191044671","Molecular and Cellular Endocrinology",10022,272656,8849,"0303-7207"
"http://ma-graph.org/entity/191292005","Crime and Justice",398,26955,10916,"0192-3234"
"http://ma-graph.org/entity/191579412","Natural Resources Forum",1382,13649,11256,"0165-0203"
"http://ma-graph.org/entity/192935290","Discourse &amp; Society",1333,29285,10766,"0957-9265"
"http://ma-graph.org/entity/193412822","Progress in Human Geography",3535,77534,9731,"0309-1325"
"http://ma-graph.org/entity/193575162","Public Relations Review",3381,41920,10402,"0363-8111"
"http://ma-graph.org/entity/194298869","Journal of Nanoparticle Research",5923,99120,9743,"1388-0764"
"http://ma-graph.org/entity/194835164","Journal of Natural History",21072,83163,8829,"0022-2933"
"http://ma-graph.org/entity/195318895","Veterinary Pathology",5885,104024,9501,"0300-9858"
"http://ma-graph.org/entity/195680251","Canadian Journal of Political Science",7041,13951,10086,"0008-4239"
"http://ma-graph.org/entity/195768125","Intercultural Pragmatics",344,3346,12626,"1612-295X"
"http://ma-graph.org/entity/19579164","Journal of Infection",7915,103536,9338,"0163-4453"
"http://ma-graph.org/entity/19655492","Children &amp; Society",1459,17720,11209,"0951-0605"
"http://ma-graph.org/entity/197342720","Studies in Language",1620,8570,10930,"0378-4177"
"http://ma-graph.org/entity/19745436","Journal of Applied Biomechanics",1297,22155,11066,"1065-8483"
"http://ma-graph.org/entity/198121362","Myconet",2,341,15446,"1403-1418"
"http://ma-graph.org/entity/198484938","Brown Journal of World Affairs",59,532,13952,"1080-0786"
"http://ma-graph.org/entity/198798526","Journal of the History of Biology",1008,9712,11340,"0022-5010"
"http://ma-graph.org/entity/199011235","Journal of Leukocyte Biology",8133,325363,8675,"0741-5400"
"http://ma-graph.org/entity/199926325","Journal of Biology",1907,12430,11225,"1478-5854"
"http://ma-graph.org/entity/200145035","International Journal of Japanese Sociology",313,845,13208,"0918-7545"
"http://ma-graph.org/entity/200200930","Trends in Amplification",205,6278,12397,"1084-7138"
"http://ma-graph.org/entity/200495913","Scandinavian Journal of Infectious Diseases",5787,95426,9416,"0036-5548"
"http://ma-graph.org/entity/200670917","Mande Studies",118,58,14348,"1536-5506"
"http://ma-graph.org/entity/20082545","Group Dynamics: Theory, Research, and Practice",516,15881,11684,"1089-2699"
"http://ma-graph.org/entity/201037040","International Journal of Manpower",1535,25354,10936,"0143-7720"
"http://ma-graph.org/entity/201221823","Public Administration",3775,53043,9965,"0033-3298"
"http://ma-graph.org/entity/201635232","International Journal of Diabetes in Developing Countries",855,2644,12278,"0973-3930"
"http://ma-graph.org/entity/201675752","Canadian Journal of Administrative Sciences",32,849,14582,"0825-0383"
"http://ma-graph.org/entity/202500491","The Journal of Religion",21801,3816,9179,"0022-4189"
"http://ma-graph.org/entity/202917008","Animal Science",1840,37379,10568,"1357-7298"
"http://ma-graph.org/entity/203075635","Journal of Communication Inquiry",875,7193,11596,"0196-8599"
"http://ma-graph.org/entity/203100778","Weather and Forecasting",2365,61878,9934,"0882-8156"
"http://ma-graph.org/entity/203391715","Annals of Medicine",2540,84264,9827,"0785-3890"
"http://ma-graph.org/entity/203399934","Clinical Journal of Oncology Nursing",2186,13924,11057,"1092-1095"
"http://ma-graph.org/entity/203735732","Journal of Transformative Education",362,5030,12545,"1541-3446"
"http://ma-graph.org/entity/203872900","Current HIV Research",947,13524,11724,"1570-162X"
"http://ma-graph.org/entity/204777700","Psychotherapy Research",1412,30008,10918,"1050-3307"
"http://ma-graph.org/entity/205292342","Journal of Informetrics",965,18121,11315,"1751-1577"
"http://ma-graph.org/entity/205389208","Electronic Letters on Computer Vision and Image Analysis",247,1735,13152,"1577-5097"
"http://ma-graph.org/entity/205482884","Biological Psychiatry",18720,757564,7904,"0006-3223"
"http://ma-graph.org/entity/206630335","American Journal of Psychology",10870,334586,7709,"0002-9556"
"http://ma-graph.org/entity/206769501","American Catholic Philosophical Quarterly",4438,2928,10507,"1051-3558"
"http://ma-graph.org/entity/207218074","Asian Cardiovascular and Thoracic Annals",3405,9160,10851,"0218-4923"
"http://ma-graph.org/entity/207341048","Ophthalmology",17886,656352,7617,"0161-6420"
"http://ma-graph.org/entity/207414187","Journal of Humanistic Psychology",1713,16315,10966,"0022-1678"
"http://ma-graph.org/entity/207420867","Journal for the Scientific Study of Religion",3825,95605,8976,"0021-8294"
"http://ma-graph.org/entity/207549998","Clinica Chimica Acta",20831,377051,8121,"0009-8981"
"http://ma-graph.org/entity/207559368","Journal of Atmospheric and Solar-Terrestrial Physics",10983,178540,8752,"1364-6826"
"http://ma-graph.org/entity/208038180","Qualitative Inquiry",1785,44128,10585,"1077-8004"
"http://ma-graph.org/entity/2088885","Policy Review",876,1980,12151,"0146-5945"
"http://ma-graph.org/entity/21845599","Journal of International Commercial Law and Technology",221,487,13611,"1901-8401"
"http://ma-graph.org/entity/22947807","Journal of Experimental Medicine",23998,2337422,6469,"0022-1007"
"http://ma-graph.org/entity/23254222","The American Economic Review",9804,1194484,6894,"0002-8282"
"http://ma-graph.org/entity/23260266","International Journal of Algebra and Computation",1520,11460,10948,"0218-1967"
"http://ma-graph.org/entity/23326474","Journal of Differential Geometry",2374,91358,9049,"0022-040X"
"http://ma-graph.org/entity/24688465","Physica D: Nonlinear Phenomena",13786,233279,7926,"0378-4371"
"http://ma-graph.org/entity/24807848","Physical Review Letters",139546,5006174,5313,"0031-9007"
"http://ma-graph.org/entity/2498751418","International Journal of Clinical Pharmacy",1348,7339,11713,"2210-7703"
"http://ma-graph.org/entity/2503668375","Herpetological Conservation and Biology",185,1017,13715,"2151-0733"
"http://ma-graph.org/entity/255146","Synthese",6274,62678,9245,"0039-7857"
"http://ma-graph.org/entity/25535963","Amyloid",1246,17449,11265,"1350-6129"
"http://ma-graph.org/entity/2574783","Gynecologic Oncology",18955,369807,8259,"0090-8258"
"http://ma-graph.org/entity/26008998","Journal of Experimental Psychology: Human Perception and Performance",4300,257736,8781,"0096-1523"
"http://ma-graph.org/entity/26125866","Journal of Materials Science",38117,648936,7392,"0022-2461"
"http://ma-graph.org/entity/26152480","Elytron",170,372,13834,"0214-1353"
"http://ma-graph.org/entity/26331104","ARQ",1318,884,11950,"0716-0852"
"http://ma-graph.org/entity/26764904","Politics, Religion &amp; Ideology",393,308,13179,"2156-7689"
"http://ma-graph.org/entity/27646144","Journal of Libertarian Studies",21,82,15503,"0363-2873"
"http://ma-graph.org/entity/27713550","Pediatric Transplantation",3365,39488,10451,"1397-3142"
