"","journal","Categories"
"18854","http://ma-graph.org/entity/2764504928","Religious Studies (Q1)"
"18861","http://ma-graph.org/entity/2764505622","Radiology, Nuclear Medicine and Imaging (Q2); Radiological and Ultrasound Technology (Q3)"
"18862","http://ma-graph.org/entity/2764505636","Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Endocrine and Autonomic Systems (Q3); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)"
"18863","http://ma-graph.org/entity/2764505804","Electrical and Electronic Engineering (Q3)"
"18886","http://ma-graph.org/entity/2764507252","Materials Science (miscellaneous) (Q3); Mechanics of Materials (Q3)"
"18895","http://ma-graph.org/entity/2764508003","Cancer Research (Q4); Oncology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
"18904","http://ma-graph.org/entity/2764509245","Nephrology (Q1)"
"18905","http://ma-graph.org/entity/2764509252","Language and Linguistics (Q1); Linguistics and Language (Q1)"
"18906","http://ma-graph.org/entity/2764509274","Finance (Q3)"
"18913","http://ma-graph.org/entity/2764509960","Automotive Engineering (Q3); Civil and Structural Engineering (Q4); Safety, Risk, Reliability and Quality (Q4); Transportation (Q4)"
"18926","http://ma-graph.org/entity/2764511342","Mechanical Engineering (Q4)"
"18941","http://ma-graph.org/entity/2764513175","Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Chemical Engineering (miscellaneous) (Q3)"
"18947","http://ma-graph.org/entity/2764513568","Neurology (Q2); Neurology (clinical) (Q2)"
"18980","http://ma-graph.org/entity/2764516357","Law (Q3)"
"18984","http://ma-graph.org/entity/2764516496","Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4); Radiation (Q4)"
"18986","http://ma-graph.org/entity/2764516800","Strategy and Management (Q2)"
"18995","http://ma-graph.org/entity/2764517779","Inorganic Chemistry (Q4); Physical and Theoretical Chemistry (Q4)"
"19027","http://ma-graph.org/entity/2764520722","Agronomy and Crop Science (Q4)"
"19030","http://ma-graph.org/entity/2764520953","Psychiatry and Mental Health (Q4)"
"19033","http://ma-graph.org/entity/2764521089","Medicine (miscellaneous) (Q4)"
"19034","http://ma-graph.org/entity/2764521147","Cardiology and Cardiovascular Medicine (Q4)"
"19045","http://ma-graph.org/entity/2764522051","Pharmacology (medical) (Q3); Cancer Research (Q4); Oncology (Q4)"
"19046","http://ma-graph.org/entity/2764522093","Social Sciences (miscellaneous) (Q2)"
"19057","http://ma-graph.org/entity/2764522756","Cardiology and Cardiovascular Medicine (Q4); Pulmonary and Respiratory Medicine (Q4)"
"19059","http://ma-graph.org/entity/2764522822","Neurology (clinical) (Q4); Nursing (miscellaneous) (Q4)"
"19063","http://ma-graph.org/entity/2764522868","Aerospace Engineering (Q3); Transportation (Q3)"
"19088","http://ma-graph.org/entity/2764524492","Veterinary (miscellaneous) (Q3)"
"19095","http://ma-graph.org/entity/2764525154","Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2)"
"19116","http://ma-graph.org/entity/2764527760","Architecture (Q1); Civil and Structural Engineering (Q2)"
"19119","http://ma-graph.org/entity/2764528046","Electronic, Optical and Magnetic Materials (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
"19131","http://ma-graph.org/entity/2764528610","Building and Construction (Q3); Civil and Structural Engineering (Q3); Earth-Surface Processes (Q3); Environmental Science (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3)"
"19135","http://ma-graph.org/entity/2764529080","Engineering (miscellaneous) (Q4); Transportation (Q4)"
"19147","http://ma-graph.org/entity/2764529916","Medical Laboratory Technology (Q3); Neurology (clinical) (Q4)"
"19148","http://ma-graph.org/entity/2764529955","Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
"19153","http://ma-graph.org/entity/2764530501","Automotive Engineering; Transportation; Urban Studies"
"19155","http://ma-graph.org/entity/2764530560","Medicine (miscellaneous) (Q2)"
"19169","http://ma-graph.org/entity/2764531373","Archeology (Q1)"
"19175","http://ma-graph.org/entity/2764531651","Polymers and Plastics (Q3); Materials Chemistry (Q4)"
"19190","http://ma-graph.org/entity/2764532622","Ceramics and Composites (Q2)"
"19193","http://ma-graph.org/entity/2764533491","Social Sciences (miscellaneous) (Q1)"
"19200","http://ma-graph.org/entity/2764534234","Fluid Flow and Transfer Processes (Q1); Building and Construction (Q2); Environmental Engineering (Q2)"
"19203","http://ma-graph.org/entity/2764534297","Civil and Structural Engineering (Q4); Water Science and Technology (Q4)"
"19205","http://ma-graph.org/entity/2764534415","Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q3)"
"19223","http://ma-graph.org/entity/2764535873","Engineering (miscellaneous) (Q3)"
"19225","http://ma-graph.org/entity/2764536087","Endocrinology, Diabetes and Metabolism (Q2); Pediatrics, Perinatology and Child Health (Q2)"
"19228","http://ma-graph.org/entity/2764536234","Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
"19238","http://ma-graph.org/entity/2764536931","Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
"19239","http://ma-graph.org/entity/2764536971","Education (Q1); Statistics and Probability (Q2)"
"19242","http://ma-graph.org/entity/2764537291","Education (Q2); Mathematics (miscellaneous) (Q2)"
"19247","http://ma-graph.org/entity/2764537520","Epidemiology (Q3); Genetics (Q3); Genetics (clinical) (Q3)"
"19262","http://ma-graph.org/entity/2764538883","Control and Optimization (Q2); Analysis (Q3); Applied Mathematics (Q3)"
"19264","http://ma-graph.org/entity/2764539079","Oncology (Q1)"
"19272","http://ma-graph.org/entity/2764539591","Biochemistry (Q1); Biophysics (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Genetics (Q1); Structural Biology (Q2)"
"19273","http://ma-graph.org/entity/2764539601","Public Health, Environmental and Occupational Health (Q2)"
"19274","http://ma-graph.org/entity/2764539643","Philosophy (Q1)"
"19275","http://ma-graph.org/entity/2764539693","Modeling and Simulation (Q2); Management Science and Operations Research (Q3); Transportation (Q3)"
"19294","http://ma-graph.org/entity/2764540880","Dermatology (Q2)"
"19303","http://ma-graph.org/entity/2764541596","Pharmaceutical Science (Q4)"
"19305","http://ma-graph.org/entity/2764541639","Orthopedics and Sports Medicine (Q2); Endocrinology, Diabetes and Metabolism (Q3)"
"19320","http://ma-graph.org/entity/2764543046","Environmental Science (miscellaneous) (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
"19349","http://ma-graph.org/entity/2764545133","Cell Biology (Q1); Molecular Biology (Q1)"
"19359","http://ma-graph.org/entity/2764545831","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Biochemistry (medical) (Q3); Clinical Biochemistry (Q3)"
"19364","http://ma-graph.org/entity/2764546253","Otorhinolaryngology (Q4); Speech and Hearing (Q4)"
"19373","http://ma-graph.org/entity/2764547617","Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Experimental and Cognitive Psychology (Q4)"
"19382","http://ma-graph.org/entity/2764548042","Cardiology and Cardiovascular Medicine (Q3); Hematology (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Molecular Medicine (Q4)"
"19393","http://ma-graph.org/entity/2764548992","Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Radiation (Q1)"
"19398","http://ma-graph.org/entity/2764549734","Chemistry (miscellaneous) (Q4); Environmental Chemistry (Q4); Process Chemistry and Technology (Q4)"
"19405","http://ma-graph.org/entity/2764550328","Geology (Q4)"
"19411","http://ma-graph.org/entity/2764551224","Industrial and Manufacturing Engineering (Q2); Metals and Alloys (Q2); Materials Chemistry (Q3)"
"19412","http://ma-graph.org/entity/2764551270","Education (Q3)"
"19414","http://ma-graph.org/entity/2764551302","Geotechnical Engineering and Engineering Geology (Q3)"
"19415","http://ma-graph.org/entity/2764551330","Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)"
"19419","http://ma-graph.org/entity/2764551600","Computer Science Applications (Q4); Mathematics (miscellaneous) (Q4)"
"19444","http://ma-graph.org/entity/2764553697","Biophysics (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3)"
"19454","http://ma-graph.org/entity/2764554217","Medicine (miscellaneous) (Q4)"
"19460","http://ma-graph.org/entity/2764554612","Oncology (Q2)"
"19479","http://ma-graph.org/entity/2764555716","Applied Microbiology and Biotechnology; Microbiology; Microbiology (medical); Public Health, Environmental and Occupational Health"
"19486","http://ma-graph.org/entity/2764556118","Electrochemistry (Q4); Materials Chemistry (Q4); Surfaces and Interfaces (Q4); Surfaces, Coatings and Films (Q4)"
"19494","http://ma-graph.org/entity/2764556570","Fundamentals and Skills (Q4)"
"19497","http://ma-graph.org/entity/2764557015","Development (Q4); Economics and Econometrics (Q4); Finance (Q4)"
"19516","http://ma-graph.org/entity/2764558514","Obstetrics and Gynecology (Q4); Oncology (Q4)"
"19526","http://ma-graph.org/entity/2764559384","Nursing (miscellaneous) (Q4)"
"19541","http://ma-graph.org/entity/2764560090","Development (Q2); Geography, Planning and Development (Q2)"
"19547","http://ma-graph.org/entity/2764560526","Economics, Econometrics and Finance (miscellaneous) (Q4); Education (Q4)"
"19549","http://ma-graph.org/entity/2764560749","Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)"
"19573","http://ma-graph.org/entity/2764562404","Cultural Studies (Q1); Anthropology (Q2); Conservation (Q2); Sociology and Political Science (Q3)"
"19574","http://ma-graph.org/entity/2764562432","Oncology (Q2)"
"19583","http://ma-graph.org/entity/2764563335","Building and Construction (Q4); Civil and Structural Engineering (Q4)"
"19588","http://ma-graph.org/entity/2764563671","Medicine (miscellaneous) (Q4)"
"19589","http://ma-graph.org/entity/2764563877","Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2)"
"19593","http://ma-graph.org/entity/2764564090","Information Systems; Library and Information Sciences; Software"
"19611","http://ma-graph.org/entity/2764565036","Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)"
"19626","http://ma-graph.org/entity/2764566255","Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q4); Global and Planetary Change (Q4); Soil Science (Q4)"
"19640","http://ma-graph.org/entity/2764567223","Water Science and Technology (Q3)"
"19643","http://ma-graph.org/entity/2764567295","Orthopedics and Sports Medicine (Q2); Surgery (Q2)"
"19651","http://ma-graph.org/entity/2764567581","Control and Systems Engineering (Q4)"
"19656","http://ma-graph.org/entity/2764567871","Medicine (miscellaneous) (Q4)"
"19665","http://ma-graph.org/entity/2764568738","Industrial and Manufacturing Engineering (Q2); Process Chemistry and Technology (Q2); Mechanics of Materials (Q3)"
"19670","http://ma-graph.org/entity/2764569042","Geography, Planning and Development (Q3); Urban Studies (Q3)"
"19676","http://ma-graph.org/entity/2764569275","Earth-Surface Processes (Q2)"
"19692","http://ma-graph.org/entity/2764571057","Architecture; History; Visual Arts and Performing Arts"
"19699","http://ma-graph.org/entity/2764571748","Political Science and International Relations; Sociology and Political Science"
"19708","http://ma-graph.org/entity/2764572307","Gastroenterology (Q2)"
"19710","http://ma-graph.org/entity/2764572437","Building and Construction (Q2); Civil and Structural Engineering (Q2); Safety, Risk, Reliability and Quality (Q2)"
"19711","http://ma-graph.org/entity/2764572459","Urology (Q3)"
"19728","http://ma-graph.org/entity/2764573606","Pulmonary and Respiratory Medicine (Q2)"
"19743","http://ma-graph.org/entity/2764575496","Law (Q1); Sociology and Political Science (Q2)"
"19744","http://ma-graph.org/entity/2764575530","Business and International Management (Q3); Strategy and Management (Q4)"
"19748","http://ma-graph.org/entity/2764575987","Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
"19753","http://ma-graph.org/entity/2764576156","Immunology and Microbiology (miscellaneous)  (Q4); Toxicology (Q4); Veterinary (miscellaneous) (Q4)"
"19756","http://ma-graph.org/entity/2764576423","Cultural Studies (Q1); Geography, Planning and Development (Q2); Social Psychology (Q2); Tourism, Leisure and Hospitality Management (Q2)"
"19758","http://ma-graph.org/entity/2764576755","Chemical Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4)"
"19759","http://ma-graph.org/entity/2764576759","Applied Microbiology and Biotechnology (Q4); Biochemistry (Q4); Biotechnology (Q4); Immunology (Q4)"
"19772","http://ma-graph.org/entity/2764577677","Medicine (miscellaneous) (Q3)"
"19785","http://ma-graph.org/entity/2764578891","Applied Psychology; Social Psychology"
"19800","http://ma-graph.org/entity/2764579910","Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
"19801","http://ma-graph.org/entity/2764580016","Nursing (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
"19804","http://ma-graph.org/entity/2764580246","Veterinary (miscellaneous) (Q4)"
"19823","http://ma-graph.org/entity/2764581770","Genetics (Q4); Genetics (clinical) (Q4); Molecular Biology (Q4); Molecular Medicine (Q4); Pharmacology (Q4)"
"19827","http://ma-graph.org/entity/2764581912","History (Q4)"
"19828","http://ma-graph.org/entity/2764581947","Medicine (miscellaneous) (Q4)"
"19843","http://ma-graph.org/entity/2764583368","Medicine (miscellaneous) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
"19844","http://ma-graph.org/entity/2764583399","Cultural Studies (Q1); Anthropology (Q2); Education (Q3); Developmental and Educational Psychology (Q4)"
"19850","http://ma-graph.org/entity/2764584436","Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
"19858","http://ma-graph.org/entity/2764585551","Medicine (miscellaneous) (Q3); Ophthalmology (Q4)"
"19864","http://ma-graph.org/entity/2764586040","Urology (Q2)"
"19880","http://ma-graph.org/entity/2764587058","Food Science (Q2)"
"19886","http://ma-graph.org/entity/2764587926","Insect Science (Q4)"
"19889","http://ma-graph.org/entity/2764588101","Molecular Medicine (Q1); Genetics (Q2); Molecular Biology (Q2)"
"19894","http://ma-graph.org/entity/2764588682","Medicine (miscellaneous) (Q4)"
"19910","http://ma-graph.org/entity/2764590641","Language and Linguistics (Q2); Linguistics and Language (Q2); Education (Q4)"
"19913","http://ma-graph.org/entity/2764590744","Health, Toxicology and Mutagenesis (Q4); Toxicology (Q4)"
"19914","http://ma-graph.org/entity/2764590933","Chemistry (miscellaneous) (Q4)"
"19916","http://ma-graph.org/entity/2764591159","Critical Care and Intensive Care Medicine (Q2); Emergency Medicine (Q2)"
"19944","http://ma-graph.org/entity/2764593292","Dentistry (miscellaneous) (Q2); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"19945","http://ma-graph.org/entity/2764593300","Agronomy and Crop Science (Q3); Economics and Econometrics (Q3)"
"19954","http://ma-graph.org/entity/2764593732","Materials Science (miscellaneous) (Q4)"
"19955","http://ma-graph.org/entity/2764593888","Business and International Management (Q3)"
"19961","http://ma-graph.org/entity/2764594341","Medicine (miscellaneous) (Q4)"
"19969","http://ma-graph.org/entity/2764595184","Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
"19971","http://ma-graph.org/entity/2764595397","Microbiology (Q3); Microbiology (medical) (Q3)"
"19973","http://ma-graph.org/entity/2764595475","Economics and Econometrics (Q1); Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1)"
"19985","http://ma-graph.org/entity/2764596299","Hematology (Q4); Oncology (Q4)"
"19990","http://ma-graph.org/entity/2764596916","Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1)"
"19996","http://ma-graph.org/entity/2764597592","Chemical Engineering (miscellaneous) (Q4); Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Environmental Engineering (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Water Science and Technology (Q4)"
"20008","http://ma-graph.org/entity/2764598273","Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Psychiatry and Mental Health (Q1)"
"20025","http://ma-graph.org/entity/2764599668","Architecture (Q2); Urban Studies (Q3); Geography, Planning and Development (Q4)"
"20026","http://ma-graph.org/entity/2764599728","Social Sciences (miscellaneous) (Q2)"
"20032","http://ma-graph.org/entity/2764600234","Internal Medicine (Q3); Endocrinology, Diabetes and Metabolism (Q4)"
"20036","http://ma-graph.org/entity/2764600955","Medicine (miscellaneous) (Q4)"
"20079","http://ma-graph.org/entity/2764604413","Pulmonary and Respiratory Medicine (Q3)"
"20081","http://ma-graph.org/entity/2764604664","Biomaterials (Q4); Forestry (Q4); Plant Science (Q4)"
"20090","http://ma-graph.org/entity/2764606108","Nephrology (Q3)"
"20093","http://ma-graph.org/entity/2764606553","Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
"20103","http://ma-graph.org/entity/2764607427","Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
"20109","http://ma-graph.org/entity/2764607673","Advanced and Specialized Nursing (Q1); Neurology (clinical) (Q3)"
"20122","http://ma-graph.org/entity/2764609069","Transplantation (Q4)"
"20129","http://ma-graph.org/entity/2764609401","Applied Psychology (Q2); Behavioral Neuroscience (Q2)"
"20132","http://ma-graph.org/entity/2764609529","Medicine (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)"
"20134","http://ma-graph.org/entity/2764609970","History and Philosophy of Science (Q2); Anesthesiology and Pain Medicine (Q3)"
"20162","http://ma-graph.org/entity/2764611617","Medicine (miscellaneous) (Q1)"
"20164","http://ma-graph.org/entity/2764611727","Complementary and Alternative Medicine (Q3)"
"20185","http://ma-graph.org/entity/2764612849","Language and Linguistics (Q1); Linguistics and Language (Q1); Education (Q2)"
"20191","http://ma-graph.org/entity/2764613121","Management, Monitoring, Policy and Law (Q3); Water Science and Technology (Q3); Aquatic Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4)"
"20200","http://ma-graph.org/entity/2764613475","Education (Q2)"
"20241","http://ma-graph.org/entity/2764616852","Medicine (miscellaneous) (Q4)"
"20242","http://ma-graph.org/entity/2764616918","Chemical Engineering (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Control and Optimization (Q4); Numerical Analysis (Q4)"
"20243","http://ma-graph.org/entity/2764616936","Religious Studies (Q1)"
"20251","http://ma-graph.org/entity/2764617691","Cardiology and Cardiovascular Medicine (Q4)"
"20268","http://ma-graph.org/entity/2764619752","Computer Science (miscellaneous) (Q4)"
"20270","http://ma-graph.org/entity/2764619859","Genetics (clinical) (Q4)"
"20278","http://ma-graph.org/entity/2764620480","Engineering (miscellaneous) (Q3)"
"20287","http://ma-graph.org/entity/2764620826","Nursing (miscellaneous) (Q3)"
"20293","http://ma-graph.org/entity/2764621347","Health (social science) (Q2)"
"20301","http://ma-graph.org/entity/2764622168","Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)"
"20310","http://ma-graph.org/entity/2764623020","Industrial and Manufacturing Engineering (Q3); Control and Systems Engineering (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)"
"20323","http://ma-graph.org/entity/2764623848","Medicine (miscellaneous) (Q4)"
"20346","http://ma-graph.org/entity/2764625465","History (Q2); Global and Planetary Change (Q4); Management, Monitoring, Policy and Law (Q4)"
"20348","http://ma-graph.org/entity/2764625608","Advanced and Specialized Nursing (Q1); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
"20361","http://ma-graph.org/entity/2764626721","Development (Q4); Geography, Planning and Development (Q4)"
"20368","http://ma-graph.org/entity/2764627315","Gastroenterology (Q3); Hepatology (Q3)"
"20373","http://ma-graph.org/entity/2764627590","Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)"
"20388","http://ma-graph.org/entity/2764628859","Cultural Studies (Q3); History (Q3)"
"20415","http://ma-graph.org/entity/2764630757","Otorhinolaryngology (Q3)"
"20437","http://ma-graph.org/entity/2764632409","Business, Management and Accounting (miscellaneous) (Q3)"
"20440","http://ma-graph.org/entity/2764632464","Pharmacology (Q4)"
"20442","http://ma-graph.org/entity/2764632482","Applied Microbiology and Biotechnology (Q3); Bioengineering (Q3); Biomedical Engineering (Q3); Biotechnology (Q3)"
"20448","http://ma-graph.org/entity/2764633379","Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
"20453","http://ma-graph.org/entity/2764633697","Ecology (Q2); Global and Planetary Change (Q3); Nature and Landscape Conservation (Q3)"
"20456","http://ma-graph.org/entity/2764634027","Orthopedics and Sports Medicine (Q4); Physiology (Q4); Physiology (medical) (Q4)"
"20463","http://ma-graph.org/entity/2764634890","Biotechnology (Q4); Molecular Biology (Q4)"
"20475","http://ma-graph.org/entity/2764635591","Atomic and Molecular Physics, and Optics (Q1); Instrumentation (Q1); Materials Science (miscellaneous) (Q1); Spectroscopy (Q1)"
"20476","http://ma-graph.org/entity/2764635653","Communication (Q2)"
"20478","http://ma-graph.org/entity/2764635754","Orthodontics (Q3)"
"20484","http://ma-graph.org/entity/2764636153","Plant Science (Q2); Drug Discovery (Q3)"
"20489","http://ma-graph.org/entity/2764636513","Analysis (Q4); Applied Mathematics (Q4); Control and Optimization (Q4); Numerical Analysis (Q4)"
"20496","http://ma-graph.org/entity/2764637343","Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3)"
"20499","http://ma-graph.org/entity/2764637597","History (Q3); Literature and Literary Theory (Q3); Language and Linguistics (Q4); Linguistics and Language (Q4); Philosophy (Q4)"
"20529","http://ma-graph.org/entity/2764640273","Occupational Therapy (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
"20535","http://ma-graph.org/entity/2764640729","Biochemistry (Q3); Biophysics (Q3); Cell Biology (Q4); Molecular Biology (Q4)"
"20542","http://ma-graph.org/entity/2764641216","Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Anthropology (Q4)"
"20547","http://ma-graph.org/entity/2764641825","Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1); Nuclear Energy and Engineering (Q1); Nuclear and High Energy Physics (Q2)"
"20548","http://ma-graph.org/entity/2764641828","Medicine (miscellaneous) (Q3)"
"20549","http://ma-graph.org/entity/2764642026","Psychiatry and Mental Health (Q3)"
"20552","http://ma-graph.org/entity/2764642421","Biochemistry (Q1); Genetics (clinical) (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
"20554","http://ma-graph.org/entity/2764643151","Agricultural and Biological Sciences (miscellaneous) (Q4)"
"20555","http://ma-graph.org/entity/2764643167","Language and Linguistics (Q2); Linguistics and Language (Q2)"
"20559","http://ma-graph.org/entity/2764643651","Medicine (miscellaneous) (Q2)"
"20592","http://ma-graph.org/entity/2764646309","Paleontology (Q2)"
"20600","http://ma-graph.org/entity/2764646616","Infectious Diseases (Q1)"
"20601","http://ma-graph.org/entity/2764646681","Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
"20617","http://ma-graph.org/entity/2764647977","Education (Q2)"
"20619","http://ma-graph.org/entity/2764648236","Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q4)"
"20624","http://ma-graph.org/entity/2764648902","Bioengineering (Q4); Medicine (miscellaneous) (Q4)"
"20626","http://ma-graph.org/entity/2764649054","Horticulture (Q2); Genetics (Q4)"
"20627","http://ma-graph.org/entity/2764649243","Electrical and Electronic Engineering (Q1); Mechanical Engineering (Q1); Energy Engineering and Power Technology (Q2)"
"20630","http://ma-graph.org/entity/2764649446","Medicine (miscellaneous) (Q3)"
"20631","http://ma-graph.org/entity/2764649532","Philosophy (Q1)"
"20636","http://ma-graph.org/entity/2764649697","Medicine (miscellaneous) (Q4)"
"20647","http://ma-graph.org/entity/2764650462","Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
"20654","http://ma-graph.org/entity/2764651044","Environmental Engineering (Q4)"
"20658","http://ma-graph.org/entity/2764651625","Economics, Econometrics and Finance (miscellaneous) (Q3)"
"20665","http://ma-graph.org/entity/2764652653","Endocrine and Autonomic Systems (Q4); Endocrinology (Q4); Immunology (Q4)"
"20670","http://ma-graph.org/entity/2764653341","Communication (Q2); Computer Science Applications (Q3); Education (Q3)"
"20673","http://ma-graph.org/entity/2764653636","Emergency Medicine (Q2)"
"20674","http://ma-graph.org/entity/2764653664","Forestry (Q2)"
"20677","http://ma-graph.org/entity/2764653802","Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2); Social Sciences (miscellaneous) (Q2)"
"20705","http://ma-graph.org/entity/2764655866","Economics and Econometrics (Q2)"
"20710","http://ma-graph.org/entity/2764656217","Medicine (miscellaneous) (Q3); Pharmacology (Q3); Immunology (Q4); Immunology and Allergy (Q4)"
"20711","http://ma-graph.org/entity/2764656264","Mathematical Physics (Q4); Physics and Astronomy (miscellaneous) (Q4)"
"20721","http://ma-graph.org/entity/2764657047","Engineering (miscellaneous) (Q3)"
"20728","http://ma-graph.org/entity/2764657866","Mechanical Engineering (Q4)"
"20738","http://ma-graph.org/entity/2764658435","Religious Studies (Q2)"
"20751","http://ma-graph.org/entity/2764659263","Medicine (miscellaneous) (Q1)"
"20756","http://ma-graph.org/entity/2764659605","Gender Studies (Q4); Literature and Literary Theory (Q4)"
"20781","http://ma-graph.org/entity/2764662110","Cardiology and Cardiovascular Medicine (Q4)"
"20786","http://ma-graph.org/entity/2764663065","Nephrology (Q2); Urology (Q2)"
"20792","http://ma-graph.org/entity/2764663411","Advanced and Specialized Nursing (Q4); Infectious Diseases (Q4); Leadership and Management (Q4)"
"20810","http://ma-graph.org/entity/2764665486","Biochemistry (Q3); Developmental Neuroscience (Q3); Neurology (Q3); Cellular and Molecular Neuroscience (Q4)"
"20832","http://ma-graph.org/entity/2764667242","Computer Graphics and Computer-Aided Design (Q4); Computer Vision and Pattern Recognition (Q4); Software (Q4)"
"20834","http://ma-graph.org/entity/2764667334","Dentistry (miscellaneous) (Q4)"
"20838","http://ma-graph.org/entity/2764667613","Medicine (miscellaneous) (Q3); Clinical Psychology (Q4); Health (social science) (Q4); Psychiatry and Mental Health (Q4)"
"20868","http://ma-graph.org/entity/2764670792","Gastroenterology (Q1)"
"20946","http://ma-graph.org/entity/2764677374","Linguistics and Language (Q2); Communication (Q3); Speech and Hearing (Q4)"
"20950","http://ma-graph.org/entity/2764677726","Ophthalmology (Q4)"
"20973","http://ma-graph.org/entity/2764679938","Language and Linguistics (Q3); Linguistics and Language (Q3)"
"20977","http://ma-graph.org/entity/2764680059","Economics and Econometrics (Q2); Management Information Systems (Q2); Statistics, Probability and Uncertainty (Q3)"
"20984","http://ma-graph.org/entity/2764680422","Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
"20985","http://ma-graph.org/entity/2764680446","Economics and Econometrics (Q4); Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)"
"20986","http://ma-graph.org/entity/2764680519","Computer Science (miscellaneous) (Q4)"
"20992","http://ma-graph.org/entity/2764681279","Issues, Ethics and Legal Aspects (Q4); Leadership and Management (Q4)"
"21020","http://ma-graph.org/entity/2764684098","Acoustics and Ultrasonics (Q2); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
"21022","http://ma-graph.org/entity/2764684238","Language and Linguistics (Q3); Linguistics and Language (Q3)"
